"company_name","city","state","zip","agency","certification_type","ethnicity","commodity_code"
"Hixson Enterprises, Inc.","Chicago","IL",60605,"Chicago","WBE","African American","39371 - Popcorn; 96115 - Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)"
"Hixson Enterprises, Inc.","Chicago","IL",60605,"Chicago","MBE","African American","39371 - Popcorn; 96115 - Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)"
"Hixson Enterprises, Inc.","Chicago","IL",60605,"Chicago","WBE","African American","39371 - Popcorn; 96115 - Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)"
"Hixson Enterprises, Inc.","Chicago","IL",60605,"Chicago","MBE","African American","39371 - Popcorn; 96115 - Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)"
"Hixson Enterprises, Inc.","Chicago","IL",60605,"Chicago","WBE","African American","39371 - Popcorn; 96115 - Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)"
"Hixson Enterprises, Inc.","Chicago","IL",60605,"Chicago","MBE","African American","39371 - Popcorn; 96115 - Concessions, Catering, Vending: Mobile and Stationary (See Class 905 for Airport Concessions)"
"HJKessler Associates, Inc.","Chicago","IL",60613,"Chicago","WBE","Caucasian","541310 - Architectural (except landscape) services; 541690 - Energy consulting services; 611430 - Professional development training"
"HLSA, Inc","Chicago","IL",60631,"Chicago","WBE","Caucasian","561612 - Security guard services"
"HOGAN INVESTIGATIVE SERVICES, INC","Chicago","IL",60645,"Chicago","VBE","African American","561611 - Investigation Services; 561612 - Personal protection services (except security systems services)"
"HOGAN INVESTIGATIVE SERVICES, INC","Chicago","IL",60645,"Chicago","MBE","African American","561611 - Investigation Services; 561612 - Personal protection services (except security systems services)"
"HOGAN INVESTIGATIVE SERVICES, INC","Chicago","IL",60645,"Chicago","VBE","African American","561611 - Investigation Services; 561612 - Personal protection services (except security systems services)"
"HOGAN INVESTIGATIVE SERVICES, INC","Chicago","IL",60645,"Chicago","MBE","African American","561611 - Investigation Services; 561612 - Personal protection services (except security systems services)"
"Holistic Profit LLC","Downers Grove","IL",60515,"Chicago","WBE","Caucasian","541611 - Administrative Management and General Management Consulting Services"
"Holland Capital Management LLC","CHICAGO","IL",60606,"Chicago","MBE","African American","523920 - Investment management; 523930 - Investment advisory services, customized, fees paid by client"
"Holmes Peacekeepers Service Corporation","Chicago","IL",60653,"Cook County","WBE","African-American (Black)","5616 - Investigation and Security Services"
"Holmes Peacekeepers Service Corporation","Chicago","IL",60653,"Cook County","MBE","African-American (Black)","5616 - Investigation and Security Services"
"Holmes Peacekeepers Service Corporation","Chicago","IL",60653,"Cook County","WBE","African-American (Black)","5616 - Investigation and Security Services"
"Holmes Peacekeepers Service Corporation","Chicago","IL",60653,"Cook County","MBE","African-American (Black)","5616 - Investigation and Security Services"
"Home Detention Technicians of Illinois","Chicago","IL",60655,"Chicago","WBE","Caucasian","561621 - Security system monitoring services"
"Home Health Medical, L.L.C.","Oak Lawn","IL",60453,"Chicago","MBE","African American","621610 - Home care of elderly, medical"
"Hoo's-Wright Cleaning Service","Woodridge","IL",60517,"Cook County","MBE","African-American (Black)","56172 - Janitorial Services"
"Horizon Contractors, Inc.","Chicago","IL",60609,"Chicago","WBE","Asian American","238210 - Electrical contractors"
"Horizon Contractors, Inc.","Chicago","IL",60609,"Chicago","MBE","Asian American","238210 - Electrical contractors"
"Horizon Contractors, Inc.","Chicago","IL",60609,"Chicago","WBE","Asian American","238210 - Electrical contractors"
"Horizon Contractors, Inc.","Chicago","IL",60609,"Chicago","MBE","Asian American","238210 - Electrical contractors"
"Horizon Contractors, Inc.","Chicago","IL",60609,"Chicago","WBE","Asian American","238210 - Electrical contractors"
"Horizon Contractors, Inc.","Chicago","IL",60609,"Chicago","MBE","Asian American","238210 - Electrical contractors"
"Horton Family Group","Chicago","IL",60616,"Chicago","WBE","African American","236118 - Residential Remodelers; 238910 - Site Preparation Contractors; 238990 - Cleaning building interiors during and immediately after construction"
"Horton Family Group","Chicago","IL",60616,"Chicago","MBE","African American","236118 - Residential Remodelers; 238910 - Site Preparation Contractors; 238990 - Cleaning new building interiors immediately after construction"
"J&E CONSTRUCTION II COMPANY","Chicago","IL",60643,"Chicago","WBE","African American","236118 - Remodeling and renovating general contractors, residential"
"J&E CONSTRUCTION II COMPANY","Chicago","IL",60643,"Chicago","MBE","African American","236118 - Remodeling and renovating general contractors, residential"
"Horton Family Group","Chicago","IL",60616,"Chicago","WBE","African American","236118 - Residential Remodelers; 238910 - Site Preparation Contractors; 238990 - Cleaning building interiors during and immediately after construction"
"Horton Family Group","Chicago","IL",60616,"Chicago","MBE","African American","236118 - Residential Remodelers; 238910 - Site Preparation Contractors; 238990 - Cleaning new building interiors immediately after construction"
"Horton Family Group","Chicago","IL",60616,"Chicago","WBE","African American","236118 - Residential Remodelers; 238910 - Site Preparation Contractors; 238990 - Cleaning building interiors during and immediately after construction"
"Horton Family Group","Chicago","IL",60616,"Chicago","MBE","African American","236118 - Residential Remodelers; 238910 - Site Preparation Contractors; 238990 - Cleaning new building interiors immediately after construction"
"Howard Kenner Government Consulting","Chicago","IL",60637,"Cook County","MBE","African-American (Black)","541211 - Auditing services (i.e., CPA services), accounts; 541211 - Certified public accountants' (CPAs) offices"
"HRRC Background Screening and Investigation Solutions Inc.","Des Plaines","IL",60018,"Chicago","WBE","Caucasian","561611 - Fingerprint services"
"Hugh Lighting Design, LLC","Oak Park","IL",60302,"Cook County","MBE","Asian-Pacific American","238210 - Lighting system installation; 238910 - Site Preparation Contractors"
"Hugo H Moultry","Chicago","IL",60619,"Chicago","MBE","African American","488410 - Tow truck services"
"Humir Construction, Inc.","Chicago","IL",60632,"Chicago","MBE","Hispanic/Latino","237110 - Fire hydrant installation; 237110 - Sanitary sewer construction; 237110 - Sewer main, pipe and connection, construction; 237110 - Storm sewer construction; 237110 - Utility line (i.e., sewer, water), construction; 237110 - Water main and line construction; 237310 - Asphalt paving (i.e., highway, road, street, public sidewalk); 237310 - Concrete paving (i.e., highway, road, street, public sidewalk); 237310 - Culverts, highway, road and street, construction; 237310 - Curbs and street gutters, highway, road and street, construction; 237310 - Grading, highway, road, street and airport runway; 237310 - Pothole filling, highway, road, street or bridge"
"Hunter Drywall & Taping, Inc.","Oak Forest","IL",60452,"Chicago","MBE","Hispanic/Latino","238310 - Acoustical ceiling tile and panel installation; 238310 - Drywall installation; 238310 - Plastering (i.e., ornamental, plain) contractors"
"husARchitecture Inc","Chicago","IL",60608,"Chicago","WBE","Caucasian","541310 - Architects' (except landscape) offices; 541512 - Computer Systems Design Services; 541611 - Administrative Management and General Management Consulting Services"
"Hutter Architects, Ltd., P.C.","Chicago","IL",60607,"Chicago","WBE","Caucasian","541310 - Architectural (except landscape) services; 541410 - Interior design services"
"Hybrid Global Media, Inc.","Downers Grove","IL",60515,"Chicago","MBE","African American","512110 - Video production; 541611 - General management consulting services; 541613 - Marketing consulting services; 541613 - Marketing management consulting services; 561920 - Event and meeting planning services"
"Hyde Park Building and Material Supply, Inc.","Chicago","IL",60653,"Chicago","WBE","Caucasian","444110 - Home centers, building materials"
"Hyde Park Environmental Services, Inc.","Chicago","IL",60605,"Chicago","MBE","African American","238320 - Painting and Wall Covering Contractors; 238910 - Site Preparation Contractors; 562910 - Asbestos abatement services; 562910 - Lead paint abatement services"
"Hyde Park Environmental Services, Inc.","Chicago","IL",60605,"Chicago","MBE","African American","238320 - Painting and Wall Covering Contractors; 238910 - Site Preparation Contractors; 562910 - Asbestos abatement services; 562910 - Lead paint abatement services"
"Hyde Park Hospitality LLC","Chicago","IL",60607,"Chicago","MBE","African American","451212 - News dealers; 451212 - Newsstands (i.e., permanent); 453220 - Gift, Novelty, and Souvenir Stores; 453998 - All Other Miscellaneous Store Retailers (except Tobacco Stores); 541611 - Business management consulting services; 722310 - Food service contractors, concession operator (e.g., convention facilities, entertainment facilities, sporting facilities); 722320 - Catering services, social; 722410 - Alcoholic beverage drinking places; 722513 - Limited-Service Restaurants"
"Hydro-Thermo-Power, Inc.","Chicago","IL",60601,"Chicago","WBE","Caucasian","236220 - Construction management, commercial and institutional building; 541330 - Engineering services"
"I & T Trucking Co.","Chicago","IL",60623,"Chicago","MBE","Hispanic/Latino","484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Gravel hauling, local; 484220 - Sand hauling, local; 484220 - Top-soil hauling, local"
"I Link Resources, Inc.","Plainfield","IL",60544,"Cook County","WBE","Caucasian","541214 - Payroll Services; 561320 - Temporary staffing services; 561320 - Contract staffing services"
"I.G General Contractors LLC","Chicago","IL",60634,"Chicago","MBE","African American","236118 - Residential Remodelers"
"I.G General Contractors LLC","Chicago","IL",60634,"Chicago","BEPD","African American","236118 - Residential Remodelers"
"I.G General Contractors LLC","Chicago","IL",60634,"Chicago","MBE","African American","236118 - Residential Remodelers"
"I.G General Contractors LLC","Chicago","IL",60634,"Chicago","BEPD","African American","236118 - Residential Remodelers"
"Ibarra Group, LLC","Chicago","IL",60623,"Cook County","MBE","Hispanic American","332312 - Fabricated structural metal manufacturing; 332313 - Plate work (e.g., bending, cutting, punching, shaping, welding), fabricated metal, manufacturing; 332323 - Wrought iron fences manufacturing; 332618 - Chain link fencing and fence gates made from purchased wire; 332618 - Fencing and fence gates made from purchased wire"
"Ibuilders Corp.","Chicago","IL",60623,"Cook County","MBE","Hispanic American","238130 - Carpentry; 23831 - Drywall and Insulation Contractors; 238310 - Acoustical ceiling tile and panel installation; 238310 - Taping and finishing drywall; 238310 - Drywall and Insulation Contractors; 23832 - Painting and Wall Covering Contractors; 23835 - Finish Carpentry Contractors; 238910 - Core drilling and test boring for construction"
"ICA TRUCKING INC","CHICAGO","IL",60629,"Chicago","MBE","Hispanic/Latino","484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Gravel hauling, local; 484220 - Sand hauling, local; 484220 - Top-soil hauling, local"
"ICA TRUCKING INC","CHICAGO","IL",60629,"Chicago","MBE","Hispanic/Latino","484220 - Dump trucking (e.g., gravel, sand, top-soil); 484220 - Gravel hauling, local; 484220 - Sand hauling, local; 484220 - Top-soil hauling, local"
"ICAAPS: Illinois Community Action Agency Programs & Services","Chicago","IL",60615,"Chicago","WBE","African American","624190 - Referral services for personal and social problems"
"ICAAPS: Illinois Community Action Agency Programs & Services","Chicago","IL",60615,"Chicago","MBE","African American","624190 - Referral services for personal and social problems"
"ICAAPS: Illinois Community Action Agency Programs & Services","Chicago","IL",60615,"Chicago","WBE","African American","624190 - Referral services for personal and social problems"
"ICAAPS: Illinois Community Action Agency Programs & Services","Chicago","IL",60615,"Chicago","MBE","African American","624190 - Referral services for personal and social problems"
"Icon Networks","Schaumburg","IL",60193,"Chicago","MBE","Asian American","541511 - Computer software analysis and design services, custom; 541511 - Computer software support services, custom; 541512 - Computer hardware consulting services or consultants; 541512 - Computer software consulting services or consultants; 541512 - Computer systems integration design consulting services; 541512 - Computer systems integrator services; 541512 - Information management computer systems integration design services; 541512 - Local area network (LAN) computer systems integration design services; 541512 - Network systems integration design services, computer; 541512 - Office automation computer systems integration design services; 541512 - Systems integration design consulting services, computer; 541512 - Systems integration design services, computer; 541519 - Computer disaster recovery services; 541519 - Software installation services, computer"
"Ideal Fitness Solutions, Inc.","Chicago","IL",60616,"Chicago","MBE","Hispanic/Latino","423440 - Other Commercial Equipment Merchant Wholesalers; 423910 - Fitness equipment and supplies merchant wholesalers; 811310 - Service machinery and equipment repair and maintenance services; 812990 - Personal fitness training services"
"Idlewood Electric Supply, Inc","Highland Park","IL",60035,"Chicago","WBE","Caucasian","444190 - Electrical supply stores"
"II In One Contractors, Inc.","Chicago","IL",60632,"Chicago","MBE","African American","236220 - Commercial building construction; 236220 - Institutional building construction; 237310 - Highway, Street, and Bridge Construction; 237990 - Other Heavy and Civil Engineering Construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238120 - Structural Steel and Precast Concrete Contractors; 238140 - Masonry Contractors; 238910 - Site Preparation Contractors"
"II In One Rebar, Inc.","Chicago","IL",60632,"Chicago","MBE","African American","237310 - Repair, highway, road, street, bridge or airport runway; 237310 - Resurfacing, highway, road, street, bridge or airport runway; 238110 - Foundation, building, poured concrete, contractors; 238120 - Concrete product (e.g., structural precast, structural prestressed) installation; 238120 - Steel reinforcing contractors"
"III Solutions, Inc.","Palatine","IL",60067,"Chicago","MBE","African American","518210 - Data Processing, Hosting, and Related Services; 541511 - Custom Computer Programming Services; 541512 - Computer Systems Design Services; 541519 - Software installation services, computer"
"Illini Precast, LLC","Westchester","IL",60154,"Chicago","MBE","Asian American","327390 - Other Concrete Product Manufacturing"
"Illinois Business Communications, Inc.","Wood Dale","IL",60191,"Chicago","WBE","Caucasian","238210 - Low voltage electrical work"
"Illinois Construction & Environmental Consulting, Inc.","Wheeling","IL",60090,"Cook County","MBE","Asian-Pacific American","541380 - Environmental testing laboratories or services; 541620 - Environmental consulting services"
"ILLINOIS EQUITY STAFFING LLC","Chicago","IL",60603,"Chicago","WBE","African American","561311 - Employment Placement Agencies; 611430 - Professional and Management Development Training"
"ILLINOIS EQUITY STAFFING LLC","Chicago","IL",60603,"Chicago","MBE","African American","561311 - Employment Placement Agencies; 611430 - Professional and Management Development Training"
"ILLINOIS EQUITY STAFFING LLC","Chicago","IL",60603,"Chicago","WBE","African American","561311 - Employment Placement Agencies; 611430 - Professional and Management Development Training"
"ILLINOIS EQUITY STAFFING LLC","Chicago","IL",60603,"Chicago","MBE","African American","561311 - Employment Placement Agencies; 611430 - Professional and Management Development Training"
"Illinois Security Analytics and Consulting, LLC","Chicago","IL",60607,"Chicago","WBE","Asian American","541690 - Security consulting services; 561612 - Patrol services, security"
"Illinois Security Analytics and Consulting, LLC","Chicago","IL",60607,"Chicago","MBE","Asian American","541690 - Security consulting services; 561612 - Patrol services, security"
"Illinois Security Analytics and Consulting, LLC","Chicago","IL",60607,"Chicago","WBE","Asian American","541690 - Security consulting services; 561612 - Patrol services, security"
"Illinois Security Analytics and Consulting, LLC","Chicago","IL",60607,"Chicago","MBE","Asian American","541690 - Security consulting services; 561612 - Patrol services, security"
"ILLINOIS SECURITY PROFESSIONALS INC","CHICAGO","IL",60601,"Chicago","MBE","African American","561612 - Security guards and patrol services; 611519 - Police training schools; 611519 - Security guard training"
"Illinois Student Transportation, Inc.","Chicago","IL",60624,"Chicago","WBE","African American","485410 - School bus services; 485510 - Bus charter services (except scenic, sightseeing)"
"Illinois Student Transportation, Inc.","Chicago","IL",60624,"Chicago","MBE","African American","485410 - School bus services; 485510 - Bus charter services (except scenic, sightseeing)"
"Illinois Student Transportation, Inc.","Chicago","IL",60624,"Chicago","WBE","African American","485410 - School bus services; 485510 - Bus charter services (except scenic, sightseeing)"
"Illinois Student Transportation, Inc.","Chicago","IL",60624,"Chicago","MBE","African American","485410 - School bus services; 485510 - Bus charter services (except scenic, sightseeing)"
"IMAGEMODE LLC","Chicago","IL",60641,"Chicago","WBE","Caucasian","512191 - Motion picture or video editing services; 512191 - Video postproduction services"
"Imagine Group LLC","Chicago","IL",60622,"Chicago","MBE","African American","236116 - Construction management, multifamily building; 236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 531110 - Lessors of residential buildings and dwellings; 531120 - Commercial building rental or leasing; 531120 - Lessors of nonresidential buildings (except miniwarehouses); 531190 - Lessors of Other Real Estate Property; 531311 - Residential Property Managers; 531312 - Nonresidential Property Managers; 541611 - Financial management consulting (except investment advice) services; 541611 - Site selection consulting services"
"IMC CONNECT INC","Chicago","IL",60626,"Chicago","WBE","African American","541219 - Billing services"
"IMC CONNECT INC","Chicago","IL",60626,"Chicago","MBE","African American","541219 - Billing services"
"IMC CONNECT INC","Chicago","IL",60626,"Chicago","WBE","African American","541219 - Billing services"
"IMC CONNECT INC","Chicago","IL",60626,"Chicago","MBE","African American","541219 - Billing services"
"IMC CONNECT INC","Chicago","IL",60626,"Chicago","WBE","African American","541219 - Billing services"
"IMC CONNECT INC","Chicago","IL",60626,"Chicago","MBE","African American","541219 - Billing services"
"Img180 Construction Company","Chicago","IL",60643,"Chicago","MBE","African American","236118 - Remodeling and renovating general contractors, residential; 238320 - Painting and Wall Covering Contractors; 238350 - Finish Carpentry Contractors; 238990 - Cleaning building interiors during and immediately after construction"
"Img180 Construction Company","Chicago","IL",60643,"Chicago","MBE","African American","236118 - Remodeling and renovating general contractors, residential; 238320 - Painting and Wall Covering Contractors; 238350 - Finish Carpentry Contractors; 238990 - Cleaning building interiors during and immediately after construction"
"Impact Construction Services Division I, LLC","Evanston","IL",60202,"Chicago","MBE","Hispanic/Latino","236220 - Addition, alteration and renovation, commercial and institutional building; 236220 - Construction management, commercial and institutional building; 236220 - Addition, alteration and renovation, general contractors, commercial and institutional building"
"Impact Solutions, Inc.","Chicago","IL",60618,"Chicago","WBE","Caucasian","541611 - Administrative Management and General Management Consulting Services; 611430 - Professional and Management Development Training; 611710 - Educational curriculum development services"
"Impress Printing and Design","JOLIET","IL",60435,"Chicago","MBE","Hispanic/Latino","322230 - Envelopes (i.e., mailing, stationery) made from any material; 322230 - Stationery made from purchased paper; 323111 - Digital printing (e.g., billboards, other large format graphic materials, high resolution) (except books); 323111 - Quick printing (except books); 323111 - Stationery, commercial printing (except screen), on a job-order basis; 323111 - Commercial Printing (except Screen and Books); 323111 - Lithographic printing (except books, grey goods); 323117 - Printing and binding books without publishing; 323120 - Printing prepress services (e.g., color separation, imagesetting, photocomposition, typesetting); 541430 - Graphic design services"
"Impressions International, Inc.","Chicago","IL",60612,"Chicago","WBE","Asian American","238340 - Granite, interior, installation; 238340 - Mantel, marble or stone, installation; 238340 - Marble, granite and slate, interior, contractors; 238340 - Slate, interior, installation; 238340 - Stone flooring installation; 327991 - Countertops, stone, manufacturing; 327991 - Table tops, marble, manufacturing"
"Impressions International, Inc.","Chicago","IL",60612,"Chicago","MBE","Asian American","238340 - Granite, interior, installation; 238340 - Mantel, marble or stone, installation; 238340 - Marble, granite and slate, interior, contractors; 238340 - Slate, interior, installation; 238340 - Stone flooring installation; 327991 - Countertops, stone, manufacturing; 327991 - Table tops, marble, manufacturing"
"Impressions International, Inc.","Chicago","IL",60612,"Chicago","WBE","Asian American","238340 - Granite, interior, installation; 238340 - Mantel, marble or stone, installation; 238340 - Marble, granite and slate, interior, contractors; 238340 - Slate, interior, installation; 238340 - Stone flooring installation; 327991 - Countertops, stone, manufacturing; 327991 - Table tops, marble, manufacturing"
"Impressions International, Inc.","Chicago","IL",60612,"Chicago","MBE","Asian American","238340 - Granite, interior, installation; 238340 - Mantel, marble or stone, installation; 238340 - Marble, granite and slate, interior, contractors; 238340 - Slate, interior, installation; 238340 - Stone flooring installation; 327991 - Countertops, stone, manufacturing; 327991 - Table tops, marble, manufacturing"
"Indigo Systems & Technology Consulting, Inc.","Barrington","IL",60010,"Chicago","MBE","Asian American","541511 - Computer program or software development, custom; 541511 - WEB (i.e., internet) page design services, custom"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","VBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","MBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","BEPD","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","VBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","MBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","BEPD","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","VBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","MBE","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industria, Inc.","Des Plaines","IL",60018,"Chicago","BEPD","Asian American","236210 - Construction management, industrial building (except warehouses); 236220 - Construction management, commercial and institutional building; 237310 - Airport runway line painting (e.g., striping); 237310 - Highway, Street, and Bridge Construction; 237310 - Painting traffic lanes or parking lots; 237310 - Parking lot marking and line painting; 237990 - Tunnel construction; 238110 - Poured Concrete Foundation and Structure Contractors; 238210 - Electrical work; 238320 - Painting (except roof) contractors; 238390 - Concrete coating, glazing or sealing; 238910 - Site Preparation Contractors"
"Industrial & Utility Supply d/b/a Industrial Electric Supply, Inc.","Burr Ridge","IL",60527,"Cook County","WBE","African-American (Black)","423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423610 - Conduit, electric wire and cable, merchant wholesalers; 423690 - Electronic parts (e.g., condensers, connectors, switches) merchant wholesalers; 423690 - Other Electronic Parts and Equipment Merchant Wholesalers; 423830 - Industrial Machinery and Equipment Merchant Wholesalers"
"Industrial & Utility Supply d/b/a Industrial Electric Supply, Inc.","Burr Ridge","IL",60527,"Cook County","MBE","African-American (Black)","423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423610 - Conduit, electric wire and cable, merchant wholesalers; 423690 - Electronic parts (e.g., condensers, connectors, switches) merchant wholesalers; 423690 - Other Electronic Parts and Equipment Merchant Wholesalers; 423830 - Industrial Machinery and Equipment Merchant Wholesalers"
"Industrial & Utility Supply d/b/a Industrial Electric Supply, Inc.","Burr Ridge","IL",60527,"Cook County","WBE","African-American (Black)","423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423610 - Conduit, electric wire and cable, merchant wholesalers; 423690 - Electronic parts (e.g., condensers, connectors, switches) merchant wholesalers; 423690 - Other Electronic Parts and Equipment Merchant Wholesalers; 423830 - Industrial Machinery and Equipment Merchant Wholesalers"
"Industrial & Utility Supply d/b/a Industrial Electric Supply, Inc.","Burr Ridge","IL",60527,"Cook County","MBE","African-American (Black)","423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers; 423610 - Conduit, electric wire and cable, merchant wholesalers; 423690 - Electronic parts (e.g., condensers, connectors, switches) merchant wholesalers; 423690 - Other Electronic Parts and Equipment Merchant Wholesalers; 423830 - Industrial Machinery and Equipment Merchant Wholesalers"
"Industrial Fence, Inc.","Chicago","IL",60623,"Cook County","VBE","Hispanic American","237310 - Bridge construction; 237310 - Construction management, highway, road, street and bridge; 237310 - Guardrail construction; 237310 - Highway, Street, and Bridge Construction; 238190 - Ornamental metal work installation; 238210 - Low voltage electrical work; 238990 - Chain link fence installation; 238990 - All Other Specialty Trade Contractors; 332323 - Architectural metalwork manufacturing; 332323 - Fences and gates (except wire), metal, manufacturing; 332323 - Gates, metal (except wire), manufacturing; 332323 - Ornamental metalwork manufacturing; 332323 - Pipe railings, metal, manufacturing; 332323 - Railings, metal, manufacturing; 332323 - Wrought iron fences manufacturing; 332618 - Chain link fencing and fence gates made from purchased wire; 332618 - Fencing and fence gates made from purchased wire; 423390 - Architectural metalwork merchant wholesalers; 423390 - Fencing (except wood) merchant wholesalers; 423390 - Fencing and fencing accessories, wire, merchant wholesalers; 423390 - Ornamental ironwork merchant wholesalers"
"Industrial Fence, Inc.","Chicago","IL",60623,"Cook County","MBE","Hispanic American","237310 - Bridge construction; 237310 - Construction management, highway, road, street and bridge; 237310 - Guardrail construction; 237310 - Highway, Street, and Bridge Construction; 238190 - Ornamental metal work installation; 238210 - Low voltage electrical work; 238990 - Chain link fence installation; 238990 - All Other Specialty Trade Contractors; 332323 - Architectural metalwork manufacturing; 332323 - Fences and gates (except wire), metal, manufacturing; 332323 - Gates, metal (except wire), manufacturing; 332323 - Ornamental metalwork manufacturing; 332323 - Pipe railings, metal, manufacturing; 332323 - Railings, metal, manufacturing; 332323 - Wrought iron fences manufacturing; 332618 - Chain link fencing and fence gates made from purchased wire; 332618 - Fencing and fence gates made from purchased wire; 423390 - Architectural metalwork merchant wholesalers; 423390 - Fencing (except wood) merchant wholesalers; 423390 - Fencing and fencing accessories, wire, merchant wholesalers; 423390 - Ornamental ironwork merchant wholesalers"
